Best Acc	Trainning Loss	Valid Loss	Train Acc	Valid Acc	
85.861738	0.071255	1.030924	97.919126	85.093615	
85.861738	0.063832	1.013178	97.919126	84.973596	
85.861738	0.065826	1.036387	97.933884	84.973596	
85.861738	0.067334	0.906169	98.007674	85.525684	
85.861738	0.067767	1.007665	97.948642	85.093615	
85.861738	0.070870	0.949292	97.933884	84.997600	
85.861738	0.052910	1.073679	98.553719	85.621699	
85.861738	0.074153	0.978108	97.756788	84.877580	
85.861738	0.064442	0.976313	97.992916	85.261642	
85.861738	0.073106	1.164787	97.668240	84.685550	
85.861738	0.069097	1.042704	97.904368	83.845415	
85.861738	0.071168	1.000371	97.948642	85.189630	
85.861738	0.070824	0.981400	97.801062	85.261642	
85.861738	0.064161	1.041773	98.037190	84.397504	
85.861738	0.069523	0.968434	98.007674	85.309650	
85.861738	0.068981	1.076371	97.815820	85.285646	
85.861738	0.058265	1.046412	98.376623	85.501680	
85.861738	0.072669	0.993727	97.919126	85.549688	
85.861738	0.061176	1.044805	98.140495	85.381661	
85.861738	0.063049	1.019809	98.184769	85.117619	
85.861738	0.067275	1.136130	97.978158	84.589534	
85.861738	0.068798	1.157670	97.992916	84.757561	
85.861738	0.066879	1.010829	97.992916	84.877580	
85.861738	0.059458	1.024189	98.199527	85.285646	
85.861738	0.066566	1.076067	98.184769	84.925588	
85.861738	0.066119	1.074724	98.096221	84.709554	
85.861738	0.069006	1.137916	98.051947	84.565530	
85.861738	0.054508	1.084186	98.302833	84.613538	
85.861738	0.062049	0.988741	98.214285	85.285646	
85.861738	0.060405	1.019714	98.347107	84.373500	
85.861738	0.061065	0.998837	98.243801	84.565530	
85.861738	0.058606	1.037603	98.288075	85.549688	
85.861738	0.058656	1.108114	98.288075	84.301488	
85.861738	0.056975	1.016893	98.229043	84.949592	
85.861738	0.064132	1.051774	98.170011	85.117619	
85.861738	0.053022	1.050892	98.686540	85.741719	
85.861738	0.054720	1.054853	98.494687	85.525684	
85.861738	0.056727	1.033724	98.465171	85.885742	
85.885742	0.060286	1.105378	98.332349	85.141623	
85.885742	0.061067	1.042939	98.317591	84.685550	
85.885742	0.070923	1.018984	98.051947	85.141623	
85.885742	0.058635	0.999440	98.450413	85.333653	
85.885742	0.050155	1.004673	98.524203	85.261642	
85.885742	0.047402	0.995153	98.730814	85.717715	
85.885742	0.044408	0.982425	98.848878	85.621699	
85.885742	0.052505	0.974037	98.479929	85.765723	
85.885742	0.048113	0.984123	98.819362	85.765723	
85.885742	0.048139	1.006730	98.730814	85.669707	
85.885742	0.043595	0.985736	98.745572	85.597696	
85.885742	0.049333	0.952508	98.686540	85.741719	
85.885742	0.044811	1.004675	98.612750	85.645703	
85.885742	0.037398	0.991349	99.055490	85.933749	
85.933749	0.039941	1.037386	98.804604	85.741719	
85.933749	0.055240	0.969576	98.494687	85.909746	
85.933749	0.040043	0.960671	98.878394	85.861738	
85.933749	0.043014	0.993025	98.893152	85.669707	
85.933749	0.038939	1.009070	98.878394	85.789726	
85.933749	0.048377	1.009110	98.730814	85.477676	
85.933749	0.033775	0.981894	99.085006	85.741719	
85.933749	0.046774	0.948219	98.789846	85.765723	
85.933749	0.045530	0.964959	98.671782	85.765723	
85.933749	0.041275	0.952225	98.848878	85.837734	
85.933749	0.041833	0.981752	98.878394	85.861738	
85.933749	0.042586	0.996276	98.760330	85.573692	
85.933749	0.030978	0.994774	99.232585	85.573692	
85.933749	0.041912	1.002607	98.804604	85.429669	
85.933749	0.042934	0.967910	98.863636	85.909746	
85.933749	0.041137	0.995361	98.789846	85.621699	
85.933749	0.037405	0.985350	98.878394	85.477676	
85.933749	0.041598	0.973380	98.893152	86.173788	
86.173788	0.044129	0.980615	98.657024	86.101776	
86.173788	0.044121	0.964455	98.730814	86.269803	
86.269803	0.036418	0.970176	98.907910	85.837734	
86.269803	0.039100	1.010147	98.952184	85.765723	
86.269803	0.040229	0.975084	98.834120	85.933749	
86.269803	0.043584	0.996478	98.745572	85.741719	
86.269803	0.033725	1.028083	99.114522	85.741719	
86.269803	0.036195	1.000507	98.966942	85.549688	
86.269803	0.037452	0.983954	98.922668	85.717715	
86.269803	0.044936	1.027344	98.716056	85.573692	
86.269803	0.038133	1.002517	99.025974	85.765723	
86.269803	0.034643	1.009603	99.025974	86.077772	
86.269803	0.039366	1.018271	98.966942	85.981757	
86.269803	0.039909	0.990227	98.848878	85.861738	
86.269803	0.042668	0.982680	98.775088	85.957753	
86.269803	0.036476	0.993365	98.966942	85.837734	
86.269803	0.033976	0.982588	99.011216	85.957753	
86.269803	0.030650	0.984454	99.099764	85.741719	
86.269803	0.043223	1.008684	98.893152	85.717715	
86.269803	0.037179	0.995814	98.966942	85.693711	
86.269803	0.032431	0.997813	99.099764	85.669707	
86.269803	0.040407	1.016054	98.878394	85.381661	
86.269803	0.035834	0.964374	98.907910	86.029765	
86.269803	0.042678	0.997357	98.760330	85.717715	
86.269803	0.027840	1.015531	99.247343	85.861738	
86.269803	0.033231	0.973713	99.129280	85.645703	
86.269803	0.038634	0.976524	98.937426	86.053769	
86.269803	0.039275	1.001700	98.922668	85.813730	
86.269803	0.036075	0.984510	98.952184	85.789726	
86.269803	0.038179	0.971396	98.937426	85.981757	
86.269803	0.040628	0.995602	98.834120	85.789726	
86.269803	0.036825	1.029289	98.952184	85.597696	
86.269803	0.037840	1.031582	98.922668	85.597696	
86.269803	0.036821	1.012104	98.996458	85.477676	
86.269803	0.040416	0.991810	98.775088	85.717715	
86.269803	0.035872	1.031077	99.025974	85.429669	
86.269803	0.032303	1.034558	99.025974	85.405665	
86.269803	0.036382	0.995107	99.025974	85.765723	
86.269803	0.036549	1.034033	98.996458	85.933749	
86.269803	0.040209	0.983632	98.789846	86.461834	
86.461834	0.042686	1.034437	98.819362	86.053769	
86.461834	0.039971	0.997412	98.716056	85.957753	
86.461834	0.036901	1.021031	99.025974	85.741719	
86.461834	0.038638	1.008115	98.893152	85.957753	
86.461834	0.031142	1.058989	99.114522	85.573692	
86.461834	0.038163	1.054138	98.907910	85.549688	
86.461834	0.041013	1.037799	98.804604	85.405665	
86.461834	0.033543	1.020710	99.099764	85.765723	
86.461834	0.038699	1.008511	98.981700	85.933749	
86.461834	0.035138	1.018227	98.966942	85.549688	
86.461834	0.033492	1.024820	99.070248	85.741719	
86.461834	0.036941	1.017785	99.129280	85.957753	
86.461834	0.037940	0.978650	99.040732	86.077772	
86.461834	0.036093	1.024845	99.040732	85.837734	
86.461834	0.034858	1.029312	98.981700	85.765723	
86.461834	0.036892	1.029739	99.040732	85.981757	
86.461834	0.037368	1.034415	98.922668	85.501680	
86.461834	0.036364	1.065401	99.070248	85.669707	
86.461834	0.036497	1.048138	99.085006	85.597696	
86.461834	0.029615	1.011268	99.114522	85.717715	
86.461834	0.035110	0.996047	98.907910	85.765723	
86.461834	0.034232	0.999804	99.040732	85.909746	
86.461834	0.032278	1.004712	99.099764	85.813730	
86.461834	0.036265	0.982161	99.055490	86.053769	
86.461834	0.033118	0.997549	99.114522	86.149784	
86.461834	0.032385	0.984090	99.025974	85.861738	
86.461834	0.037035	1.007861	98.863636	85.717715	
86.461834	0.036024	1.016732	98.966942	86.101776	
86.461834	0.033154	0.989553	99.055490	85.885742	
86.461834	0.031173	1.012729	99.158795	85.381661	
86.461834	0.036920	1.010659	98.937426	85.573692	
