Learning Rate	Trainning Loss	Valid Loss	Train Acc	Valid Acc	
0.001000	0.023984	0.553691	99.104350	90.709291	
0.001000	0.023946	0.610772	99.260734	90.709291	
0.001000	0.032022	0.615187	98.876884	89.210789	
0.001000	0.029523	0.599591	98.933750	90.009990	
0.001000	0.028771	0.592611	98.976400	90.009990	
0.001000	0.029165	0.602193	98.976400	90.009990	
0.001000	0.033962	0.557808	98.791584	90.709291	
0.001000	0.024703	0.554052	99.203867	90.609391	
0.001000	0.027738	0.635990	99.033267	89.810190	
0.001000	0.032158	0.612521	98.848450	90.009990	
0.001000	0.032990	0.561633	98.763150	90.309691	
0.001000	0.025027	0.622859	99.132784	90.309690	
0.001000	0.035059	0.586310	98.777367	90.109890	
0.001000	0.028929	0.560773	98.962184	89.710290	
0.001000	0.028877	0.579895	98.905317	90.209790	
0.001000	0.030664	0.622708	98.905317	89.710290	
0.001000	0.025835	0.656152	99.203867	88.811189	
0.001000	0.024661	0.645143	99.147000	89.310689	
0.001000	0.028884	0.599440	98.933750	89.510490	
0.001000	0.023848	0.602667	99.232300	89.910090	
0.001000	0.032266	0.577484	98.791584	89.710290	
0.001000	0.027411	0.574700	99.147000	89.610390	
0.001000	0.025752	0.615650	99.147000	89.610390	
0.001000	0.026134	0.505148	99.104350	90.309691	
0.001000	0.030754	0.596359	98.820017	89.110889	
